SHIP_ID,SHIP_DATE,Ship_Mode,Shipping_Cost
Sec_30241,2011-08-09,Second Class,6.7
Sta_20116,2011-08-09,Standard Class,24.14
Sta_21399,2011-08-09,Standard Class,91.73
Sta_21397,2011-08-09,Standard Class,10.69
Sta_17756,2011-08-09,Standard Class,8.7
Sta_17757,2011-08-09,Standard Class,11.94
Sta_20935,2011-08-09,Standard Class,24.52
Sta_15809,2011-08-09,Standard Class,18.62
Sta_21398,2011-08-09,Standard Class,69.66
Sta_18903,2011-08-09,Standard Class,1.82
Sta_51032,2011-08-09,Standard Class,15.03
Sta_3,2011-08-09,Standard Class,1.81
Sta_4,2011-08-09,Standard Class,4.59
Sec_1644,2011-08-09,Second Class,64.74
Sec_1643,2011-08-09,Second Class,0.41
Sec_48634,2011-08-09,Second Class,1.57
Sec_48635,2011-08-09,Second Class,53.41
Sec_1642,2011-08-09,Second Class,171.65
Sec_1645,2011-08-09,Second Class,15.1
Fir_25013,2011-08-10,First Class,6.63
Sta_16115,2011-08-10,Standard Class,0.58
Sta_17210,2011-08-10,Standard Class,3.002
Sta_17211,2011-08-10,Standard Class,9.94
Sta_41272,2011-08-10,Standard Class,40.364
Sta_11074,2011-08-10,Standard Class,1.28
Sta_23081,2011-08-10,Standard Class,34.37
Sta_19140,2011-08-10,Standard Class,11.94
Sta_43238,2011-08-10,Standard Class,6.62
Fir_29080,2011-08-10,First Class,28.56
Fir_5899,2011-08-10,First Class,8.73
Sta_37830,2011-08-10,Standard Class,0.053
Sta_38329,2011-08-10,Standard Class,9.565
Sta_37829,2011-08-10,Standard Class,0.646
Sta_17758,2011-08-10,Standard Class,0.64
Sta_15810,2011-08-10,Standard Class,2.34
Sta_10380,2011-08-10,Standard Class,1.07
Sta_19954,2011-08-10,Standard Class,25.038
Sta_42460,2011-08-10,Standard Class,1.64
Sta_42505,2011-08-10,Standard Class,0.74
Sta_13780,2011-08-10,Standard Class,7.44
Sta_15034,2011-08-10,Standard Class,8.07
Sec_8642,2011-08-10,Second Class,2.48
Sta_39628,2011-08-10,Standard Class,0.54
Sta_23778,2011-08-10,Standard Class,105.5
Sta_9917,2011-08-10,Standard Class,5.71
Sta_9918,2011-08-10,Standard Class,16.18
Sta_9591,2011-08-10,Standard Class,0.37
Sec_49474,2011-08-10,Second Class,18.41
Sta_43463,2011-08-11,Standard Class,2.21
Sta_43462,2011-08-11,Standard Class,3.58
Sam_9054,2011-08-11,Same Day,14.3
Sam_9274,2011-08-11,Same Day,2.42
Sec_26177,2011-08-11,Second Class,115.56
Sta_11365,2011-08-11,Standard Class,2.78
Fir_9414,2011-08-11,First Class,5.73
Fir_26176,2011-08-11,First Class,527.87
Sta_20585,2011-08-11,Standard Class,9.57
Sta_40569,2011-08-11,Standard Class,3.99
Sta_28587,2011-08-11,Standard Class,18.8
Sta_1156,2011-08-11,Standard Class,1.66
Sta_28443,2011-08-11,Standard Class,15.52
Sec_28014,2011-08-11,Second Class,6.14
Sta_364,2011-08-11,Standard Class,0.29
Sta_363,2011-08-11,Standard Class,4.43
Sta_28680,2011-08-11,Standard Class,0.83
Sec_672,2011-08-11,Second Class,44.72
Sta_14430,2011-08-12,Standard Class,0.62
Fir_4029,2011-08-12,First Class,1.11
Sec_9053,2011-08-12,Second Class,2.35
Sta_17039,2011-08-12,Standard Class,12.13
Sta_22030,2011-08-12,Standard Class,40.68
Sta_34816,2011-08-12,Standard Class,14.735
Sec_25995,2011-08-12,Second Class,11.16
Sta_14782,2011-08-12,Standard Class,1.396
Sta_19218,2011-08-12,Standard Class,56.662
Fir_8812,2011-08-12,First Class,11.02
Sec_29012,2011-08-12,Second Class,23.4
Fir_34346,2011-08-12,First Class,3.59
Sec_4844,2011-08-12,Second Class,10.59
Sec_29768,2011-08-12,Second Class,53.16
Sec_4713,2011-08-12,Second Class,26.76
Sec_5988,2011-08-12,Second Class,13.73
Sec_7835,2011-08-12,Second Class,12.082
Sec_8381,2011-08-12,Second Class,1.57
Sta_42660,2011-08-12,Standard Class,6.25
Sta_42661,2011-08-12,Standard Class,8.49
Sta_46281,2011-08-12,Standard Class,21.2
Sta_27831,2011-08-12,Standard Class,51.95
Sta_27832,2011-08-12,Standard Class,39.5
Sta_3006,2011-08-12,Standard Class,6.34
Sta_27830,2011-08-12,Standard Class,5.32
Sta_47269,2011-08-12,Standard Class,22.29
Sta_14245,2011-08-13,Standard Class,7.97
Sta_17310,2011-08-13,Standard Class,24.25
Sec_5989,2011-08-13,Second Class,12.44
Sec_5100,2011-08-13,Second Class,34.15
Sec_5311,2011-08-13,Second Class,0.96
Sec_26178,2011-08-13,Second Class,106.64
Sta_10382,2011-08-13,Standard Class,8.12
Sta_19041,2011-08-13,Standard Class,0.77
Sta_36251,2011-08-13,Standard Class,53.78
Sta_22891,2011-08-13,Standard Class,34.79
Sta_12437,2011-08-13,Standard Class,0.86
Fir_8644,2011-08-13,First Class,17.09
Sta_22414,2011-08-13,Standard Class,0.65
Sta_14608,2011-08-13,Standard Class,1.1
Sta_14783,2011-08-13,Standard Class,0.82
Sec_7680,2011-08-13,Second Class,4.38
Sec_25117,2011-08-13,Second Class,13.94
Fir_9150,2011-08-13,First Class,42.41
Fir_8643,2011-08-13,First Class,55.26
Sta_22415,2011-08-13,Standard Class,3.87
Sec_32105,2011-08-13,Second Class,1.45
Fir_24808,2011-08-13,First Class,1.91
Fir_6900,2011-08-13,First Class,15.64
Fir_3347,2011-08-13,First Class,12.36
Fir_3810,2011-08-13,First Class,2.39
Fir_3811,2011-08-13,First Class,8.67
Sec_7171,2011-08-13,Second Class,4.15
Sta_23598,2011-08-13,Standard Class,18.11
Sta_23597,2011-08-13,Standard Class,6.87
Sta_10381,2011-08-13,Standard Class,9.97
Fir_2128,2011-08-13,First Class,3.17
Fir_27926,2011-08-13,First Class,57.56
Sta_48695,2011-08-13,Standard Class,0.23
Sta_47430,2011-08-13,Standard Class,0.82
Sta_48307,2011-08-13,Standard Class,87.44
Sta_48308,2011-08-13,Standard Class,16.56
Sta_48232,2011-08-13,Standard Class,90.47
Sec_44658,2011-08-14,Second Class,25.92
Sec_7307,2011-08-14,Second Class,6.34
Sec_7028,2011-08-14,Second Class,11.15
Sec_25118,2011-08-14,Second Class,33.136
Sta_20117,2011-08-14,Standard Class,85.22
Fir_5801,2011-08-14,First Class,41.86
Fir_5596,2011-08-14,First Class,2.88
Fir_5186,2011-08-14,First Class,20.182
Sta_13683,2011-08-14,Standard Class,1.79
Sec_3222,2011-08-14,Second Class,26.87
Fir_26757,2011-08-14,First Class,43.1
Fir_26612,2011-08-14,First Class,16.03
Sta_41023,2011-08-14,Standard Class,61.571
Fir_31662,2011-08-14,First Class,9.48
Sta_40002,2011-08-14,Standard Class,1.04
Fir_31730,2011-08-14,First Class,4.43
Fir_31729,2011-08-14,First Class,2.07
Sta_854,2011-08-14,Standard Class,1.05
Sta_48694,2011-08-14,Standard Class,6.67
Sta_48693,2011-08-14,Standard Class,7.68
Sta_20316,2011-08-15,Standard Class,18.93
Sta_11809,2011-08-15,Standard Class,2.63
Sta_9592,2011-08-15,Standard Class,6.67
Sta_23991,2011-08-15,Standard Class,82.46
Sta_12061,2011-08-15,Standard Class,14.96
Sta_40814,2011-08-15,Standard Class,0.12
Sta_40815,2011-08-15,Standard Class,3.45
Sta_16116,2011-08-15,Standard Class,2.68
Sta_15035,2011-08-15,Standard Class,2.94
Sta_13967,2011-08-15,Standard Class,1.08
Sta_19955,2011-08-15,Standard Class,42.17
Sta_14057,2011-08-15,Standard Class,3.39
Fir_4030,2011-08-15,First Class,21.03
Sta_41669,2011-08-15,Standard Class,4.51
Sta_41668,2011-08-15,Standard Class,1.17
Sam_8894,2011-08-15,Same Day,87.72
Sam_9416,2011-08-15,Same Day,13.08
Sam_24423,2011-08-15,Same Day,60.25
Sam_24237,2011-08-15,Same Day,64.74
Sta_14431,2011-08-15,Standard Class,1.46
Sta_14246,2011-08-15,Standard Class,18.96
Fir_32208,2011-08-15,First Class,15.67
Sam_3987,2011-08-15,Same Day,12.35
Sta_50615,2011-08-15,Standard Class,47.16
Sta_28812,2011-08-15,Standard Class,11.98
Sta_602,2011-08-15,Standard Class,6.7
Sta_50614,2011-08-15,Standard Class,89.43
Sta_1535,2011-08-15,Standard Class,1.25
Sta_28264,2011-08-15,Standard Class,1.05
Sta_1536,2011-08-15,Standard Class,1.84
Sec_30242,2011-08-15,Second Class,205.96
Sta_45041,2011-08-16,Standard Class,0.97
Sta_45040,2011-08-16,Standard Class,19.41
Sec_27272,2011-08-16,Second Class,12.687
Sec_7681,2011-08-16,Second Class,1.234
Sec_27273,2011-08-16,Second Class,12.851
Sec_25522,2011-08-16,Second Class,17.53
Sec_26482,2011-08-16,Second Class,13.73
Sec_9415,2011-08-16,Second Class,2.32
Sec_34579,2011-08-16,Second Class,2.88
Sta_22121,2011-08-16,Standard Class,8.83
Sta_38051,2011-08-16,Standard Class,3.27
Sta_18231,2011-08-16,Standard Class,5.63
Sta_16117,2011-08-16,Standard Class,1.04
Sta_17311,2011-08-16,Standard Class,7.54
Sta_40445,2011-08-16,Standard Class,5.82
Sta_40446,2011-08-16,Standard Class,2.3
Sec_26179,2011-08-16,Second Class,141.32
Sta_24076,2011-08-16,Standard Class,26.83
Sta_12287,2011-08-16,Standard Class,11.32
Sta_35655,2011-08-16,Standard Class,10.88
Sta_35654,2011-08-16,Standard Class,7.98
Sta_2044,2011-08-16,Standard Class,24.81
Sta_1224,2011-08-16,Standard Class,27.88
Fir_26758,2011-08-16,First Class,43.95
Sta_49539,2011-08-16,Standard Class,6.5
Sta_49540,2011-08-16,Standard Class,0.35
Sta_49543,2011-08-16,Standard Class,14.0
Sta_49538,2011-08-16,Standard Class,22.1
Sta_49541,2011-08-16,Standard Class,1.27
Sta_49542,2011-08-16,Standard Class,0.9
Sta_49536,2011-08-16,Standard Class,1.76
Sta_49537,2011-08-16,Standard Class,20.62
Sta_603,2011-08-16,Standard Class,0.77
Sta_28681,2011-08-16,Standard Class,12.88
Sta_50951,2011-08-16,Standard Class,94.31
Sta_20119,2011-08-17,Standard Class,20.15
Sta_15300,2011-08-17,Standard Class,2.84
Sam_45428,2011-08-17,Same Day,70.64
Sam_45427,2011-08-17,Same Day,175.98
Fir_44266,2011-08-17,First Class,136.79
Fir_25119,2011-08-17,First Class,57.571
Fir_25120,2011-08-17,First Class,128.494
Sam_32595,2011-08-17,Same Day,7.23
Sam_32594,2011-08-17,Same Day,5.97
Sec_30008,2011-08-17,Second Class,158.54
Sec_7682,2011-08-17,Second Class,3.09
Sec_34347,2011-08-17,Second Class,33.46
Sta_13111,2011-08-17,Standard Class,3.2
Sta_16279,2011-08-17,Standard Class,4.36
Sta_17454,2011-08-17,Standard Class,2.81
Sta_35841,2011-08-17,Standard Class,74.71
Fir_30243,2011-08-17,First Class,6.48
Fir_32420,2011-08-17,First Class,7.7
Sta_16510,2011-08-17,Standard Class,1.08
Fir_24809,2011-08-17,First Class,5.9
Sta_40235,2011-08-17,Standard Class,5.88
Sta_40236,2011-08-17,Standard Class,454.81
Fir_49476,2011-08-17,First Class,14.78
Fir_49475,2011-08-17,First Class,26.77
Sec_7385,2011-08-18,Second Class,0.74
Sec_4845,2011-08-18,Second Class,27.53
Sec_4316,2011-08-18,Second Class,11.97
Sec_5101,2011-08-18,Second Class,8.48
Sec_30092,2011-08-18,Second Class,154.1
Sta_9593,2011-08-18,Standard Class,0.71
Sta_9919,2011-08-18,Standard Class,6.66
Sta_34818,2011-08-18,Standard Class,4.94
Sta_35180,2011-08-18,Standard Class,28.83
Sta_34819,2011-08-18,Standard Class,145.08
Sta_34820,2011-08-18,Standard Class,39.6
Sta_34817,2011-08-18,Standard Class,7.35
Fir_26180,2011-08-18,First Class,16.51
Fir_24721,2011-08-18,First Class,5.36
Fir_5802,2011-08-18,First Class,6.39
Fir_46426,2011-08-18,First Class,1.7
Fir_1726,2011-08-18,First Class,9.61
Fir_4638,2011-08-19,First Class,21.21
Sam_45042,2011-08-19,Same Day,113.45
Fir_43464,2011-08-19,First Class,10.72
Fir_43465,2011-08-19,First Class,81.94
Fir_24424,2011-08-19,First Class,4.426
Fir_30718,2011-08-19,First Class,2.767
Fir_30717,2011-08-19,First Class,8.593
Fir_26865,2011-08-19,First Class,19.884
Fir_25658,2011-08-19,First Class,38.427
Sec_26674,2011-08-19,Second Class,10.53
Sta_11075,2011-08-19,Standard Class,1.47
Fir_25121,2011-08-19,First Class,243.85
Sta_11662,2011-08-19,Standard Class,6.13
Fir_29307,2011-08-19,First Class,116.87
Fir_29308,2011-08-19,First Class,31.45
Sta_20936,2011-08-19,Standard Class,59.47
Sta_15811,2011-08-19,Standard Class,2.87
Sta_21400,2011-08-19,Standard Class,11.25
Sta_20118,2011-08-19,Standard Class,6.58
Sta_50873,2011-08-19,Standard Class,1.76
Sta_523,2011-08-19,Standard Class,9.38
Sta_365,2011-08-19,Standard Class,20.47
Sta_50874,2011-08-19,Standard Class,5.57
Sta_50952,2011-08-19,Standard Class,16.65
Sta_41564,2011-08-20,Standard Class,15.355
Sta_41565,2011-08-20,Standard Class,7.138
Sta_16430,2011-08-20,Standard Class,2.48
Sta_43016,2011-08-20,Standard Class,1.78
Sta_18348,2011-08-20,Standard Class,8.26
Sta_43017,2011-08-20,Standard Class,30.04
Sec_26181,2011-08-20,Second Class,67.22
Sta_21256,2011-08-20,Standard Class,351.08
Sta_22294,2011-08-20,Standard Class,7.98
Sta_21937,2011-08-20,Standard Class,15.88
Sta_19568,2011-08-20,Standard Class,6.79
Sta_39046,2011-08-20,Standard Class,14.419
Sta_39752,2011-08-20,Standard Class,8.271
Sta_39548,2011-08-20,Standard Class,0.518
Sta_46578,2011-08-20,Standard Class,85.4
Sec_29907,2011-08-20,Second Class,9.09
Sec_32209,2011-08-20,Second Class,2.8
Sta_16511,2011-08-20,Standard Class,1.07
Sta_17759,2011-08-20,Standard Class,9.9
Sta_13529,2011-08-21,Standard Class,2.41
Sta_12507,2011-08-21,Standard Class,35.32
Sta_15036,2011-08-21,Standard Class,1.62
Sta_14058,2011-08-21,Standard Class,7.3
Sta_14609,2011-08-21,Standard Class,1.23
Fir_30970,2011-08-21,First Class,178.321
Fir_4846,2011-08-21,First Class,4.43
Fir_4847,2011-08-21,First Class,6.101
Sam_6319,2011-08-21,Same Day,0.56
Sam_34712,2011-08-21,Same Day,203.67
Sam_8813,2011-08-21,Same Day,40.36
Sam_29081,2011-08-21,Same Day,8.67
Sta_42956,2011-08-21,Standard Class,60.49
Sta_16811,2011-08-21,Standard Class,1.83
Sta_20586,2011-08-21,Standard Class,11.24
Sec_33249,2011-08-21,Second Class,2.229
Sec_33248,2011-08-21,Second Class,6.499
Sec_33250,2011-08-21,Second Class,0.579
Sta_39918,2011-08-21,Standard Class,3.3
Sta_11893,2011-08-21,Standard Class,5.99
Sta_12288,2011-08-21,Standard Class,7.49
Sec_30093,2011-08-21,Second Class,15.25
Sta_22416,2011-08-21,Standard Class,2.65
Sta_18905,2011-08-21,Standard Class,0.86
Sta_18904,2011-08-21,Standard Class,0.89
Sta_18710,2011-08-21,Standard Class,1.22
Sam_24238,2011-08-21,Same Day,125.15
Sam_6245,2011-08-21,Same Day,10.57
Sam_24630,2011-08-21,Same Day,15.99
Sam_34494,2011-08-21,Same Day,24.47
Sta_41787,2011-08-21,Standard Class,0.64
Sta_41786,2011-08-21,Standard Class,0.97
Sta_36890,2011-08-21,Standard Class,2.37
Sta_37109,2011-08-21,Standard Class,17.68
Sec_47080,2011-08-21,Second Class,10.62
Sec_49341,2011-08-21,Second Class,1.93
Sta_13782,2011-08-21,Standard Class,18.78
Sta_15586,2011-08-21,Standard Class,0.71
Sta_19956,2011-08-21,Standard Class,433.41
Sta_15232,2011-08-21,Standard Class,7.77
Sta_13781,2011-08-21,Standard Class,1.24
Sta_2345,2011-08-21,Standard Class,4.47
Sta_2343,2011-08-21,Standard Class,2.09
Sta_2344,2011-08-21,Standard Class,0.38
Sta_28015,2011-08-21,Standard Class,23.28
Sec_28938,2011-08-21,Second Class,32.46
Sec_51201,2011-08-21,Second Class,8.71
Sta_13191,2011-08-22,Standard Class,0.69
Sec_44467,2011-08-22,Second Class,6.83
Sta_9920,2011-08-22,Standard Class,15.99
Sta_23779,2011-08-22,Standard Class,26.08
Sta_23780,2011-08-22,Standard Class,38.8
Sta_10383,2011-08-22,Standard Class,98.34
Sec_31943,2011-08-22,Second Class,6.743
Sec_31944,2011-08-22,Second Class,10.109
Sta_20120,2011-08-22,Standard Class,8.31
Sta_43018,2011-08-22,Standard Class,29.51
Sta_43019,2011-08-22,Standard Class,23.26
Sta_17145,2011-08-22,Standard Class,0.18
Sta_19042,2011-08-22,Standard Class,8.21
Sta_23992,2011-08-22,Standard Class,25.8
Sec_5990,2011-08-22,Second Class,3.03
Sta_16747,2011-08-22,Standard Class,0.53
Sta_40980,2011-08-22,Standard Class,14.649
Sta_42663,2011-08-22,Standard Class,14.94
Sta_42662,2011-08-22,Standard Class,157.46
Sta_40900,2011-08-22,Standard Class,0.26
Sta_38052,2011-08-22,Standard Class,6.37
Sta_21401,2011-08-22,Standard Class,56.38
Sta_20247,2011-08-22,Standard Class,31.75
Sta_20937,2011-08-22,Standard Class,9.65
Sta_20246,2011-08-22,Standard Class,22.27
Sec_4317,2011-08-22,Second Class,8.09
Sam_33805,2011-08-22,Same Day,0.73
Sta_35656,2011-08-22,Standard Class,42.6
Sta_44376,2011-08-23,Standard Class,9.58
Sta_44377,2011-08-23,Standard Class,4.41
Sta_44379,2011-08-23,Standard Class,22.22
Sta_44378,2011-08-23,Standard Class,5.81
Sta_22031,2011-08-23,Standard Class,228.16
Sta_14610,2011-08-23,Standard Class,3.65
Sta_14248,2011-08-23,Standard Class,19.61
Sta_21257,2011-08-23,Standard Class,170.38
Sta_22033,2011-08-23,Standard Class,195.25
Sta_22032,2011-08-23,Standard Class,7.9
Sta_43343,2011-08-23,Standard Class,147.72
Sta_23852,2011-08-23,Standard Class,25.83
Sta_35318,2011-08-23,Standard Class,26.1
Sec_3348,2011-08-23,Second Class,11.09
Sta_42018,2011-08-23,Standard Class,13.89
Sta_17760,2011-08-23,Standard Class,0.93
Sta_11198,2011-08-23,Standard Class,0.36
Sta_10736,2011-08-23,Standard Class,13.44
Sta_11076,2011-08-23,Standard Class,41.0
Sta_16118,2011-08-23,Standard Class,0.8
Sta_21721,2011-08-23,Standard Class,2.13
Sta_14247,2011-08-23,Standard Class,1.73
Fir_5804,2011-08-23,First Class,6.94
Fir_5803,2011-08-23,First Class,2.45
Sta_50121,2011-08-23,Standard Class,1.68
Sam_1316,2011-08-23,Same Day,7.52
Sam_1317,2011-08-23,Same Day,5.38
Sta_2129,2011-08-23,Standard Class,18.21
Sta_22123,2011-08-24,Standard Class,14.63
Sta_21402,2011-08-24,Standard Class,37.99
Sta_41567,2011-08-24,Standard Class,1.87
Sta_41539,2011-08-24,Standard Class,45.086
Sta_41566,2011-08-24,Standard Class,0.92
Sta_18906,2011-08-24,Standard Class,4.74
Sta_22122,2011-08-24,Standard Class,4.5
Sta_16812,2011-08-24,Standard Class,0.49
Sam_29769,2011-08-24,Same Day,69.97
Sec_7532,2011-08-24,Second Class,1.14
Sta_42788,2011-08-24,Standard Class,0.789
Sta_42787,2011-08-24,Standard Class,2.131
Sta_42786,2011-08-24,Standard Class,1.475
Sta_42789,2011-08-24,Standard Class,0.951
Sec_5662,2011-08-24,Second Class,2.16
Sta_39753,2011-08-24,Standard Class,0.19
Sam_29620,2011-08-24,Same Day,9.25
Sam_32106,2011-08-24,Same Day,2.69
Sam_32107,2011-08-24,Same Day,5.02
Sta_49342,2011-08-24,Standard Class,0.6
Sec_7451,2011-08-24,Second Class,36.35
Sec_49477,2011-08-24,Second Class,1.04
Sam_48636,2011-08-24,Same Day,1.4
Sam_34713,2011-08-25,Same Day,29.0
Sam_4848,2011-08-25,Same Day,6.74
Sec_7533,2011-08-25,Second Class,0.48
Sec_7029,2011-08-25,Second Class,2.83
Sec_9417,2011-08-25,Second Class,1.2
Fir_29309,2011-08-25,First Class,55.78
Sec_46745,2011-08-25,Second Class,37.14
Fir_2787,2011-08-25,First Class,0.92
Sec_49127,2011-08-25,Second Class,0.93
Sta_9921,2011-08-25,Standard Class,13.2
Sta_2546,2011-08-25,Standard Class,18.12
Sta_2547,2011-08-25,Standard Class,0.92
Sta_28162,2011-08-25,Standard Class,29.5
Sta_36496,2011-08-26,Standard Class,1.486
Sta_12438,2011-08-26,Standard Class,3.42
Sta_19455,2011-08-26,Standard Class,10.869
Sta_15514,2011-08-26,Standard Class,3.437
Sta_38405,2011-08-26,Standard Class,93.317
Sta_23211,2011-08-26,Standard Class,26.597
Sta_22782,2011-08-26,Standard Class,20.421
Sta_22892,2011-08-26,Standard Class,24.324
Sta_17455,2011-08-26,Standard Class,2.58
Sta_20121,2011-08-26,Standard Class,16.6
Sta_22580,2011-08-26,Standard Class,22.46
Fir_28376,2011-08-26,First Class,2.04
Fir_48015,2011-08-26,First Class,2.92
Sta_28016,2011-08-26,Standard Class,42.26
Sec_2253,2011-08-26,Second Class,4.37
Sta_42392,2011-08-26,Standard Class,11.87
Sta_42391,2011-08-26,Standard Class,13.79
Sta_44468,2011-08-27,Standard Class,1.08
Sta_12754,2011-08-27,Standard Class,2.44
Sta_16347,2011-08-27,Standard Class,1.88
Sam_29013,2011-08-27,Same Day,70.11
Sam_5730,2011-08-27,Same Day,12.93
Sam_4520,2011-08-27,Same Day,3.73
Sec_26759,2011-08-27,Second Class,11.36
Sec_25122,2011-08-27,Second Class,47.43
Sec_24810,2011-08-27,Second Class,17.94
Sec_3349,2011-08-27,Second Class,5.32
Sta_22678,2011-08-27,Standard Class,6.81
Sec_34111,2011-08-27,Second Class,1.35
Sec_32108,2011-08-27,Second Class,0.35
Sec_31370,2011-08-27,Second Class,18.812
Sec_32517,2011-08-27,Second Class,11.6
Sec_49343,2011-08-27,Second Class,0.9
Sec_49346,2011-08-27,Second Class,3.3
Sec_49345,2011-08-27,Second Class,5.14
Sec_49344,2011-08-27,Second Class,26.38
Sta_48441,2011-08-27,Standard Class,2.95
Sta_48443,2011-08-27,Standard Class,18.53
Sta_48442,2011-08-27,Standard Class,0.84
Sta_48440,2011-08-27,Standard Class,0.33
Sta_48445,2011-08-27,Standard Class,16.43
Sta_48444,2011-08-27,Standard Class,0.59
Sec_51202,2011-08-27,Second Class,4.36
Sta_44173,2011-08-28,Standard Class,67.18
Sta_44174,2011-08-28,Standard Class,3.81
Sta_41444,2011-08-28,Standard Class,0.417
Sec_4155,2011-08-28,Second Class,1.6
Sta_14059,2011-08-28,Standard Class,7.88
Sta_19957,2011-08-28,Standard Class,131.22
Sta_40003,2011-08-28,Standard Class,2.28
Sta_40004,2011-08-28,Standard Class,12.76
Sta_38541,2011-08-28,Standard Class,23.27
Sta_40006,2011-08-28,Standard Class,33.3
Sta_38622,2011-08-28,Standard Class,53.28
Sta_40005,2011-08-28,Standard Class,7.35
Sta_23212,2011-08-28,Standard Class,73.593
Sta_36048,2011-08-28,Standard Class,41.813
Fir_32876,2011-08-28,First Class,128.05
Fir_32877,2011-08-28,First Class,4.86
Fir_29836,2011-08-28,First Class,95.31
Fir_32878,2011-08-28,First Class,4.92
Sta_36589,2011-08-28,Standard Class,0.4
Sta_36781,2011-08-28,Standard Class,1.578
Sec_3007,2011-08-28,Second Class,2.03
Sta_18232,2011-08-28,Standard Class,3.88
Sta_45046,2011-08-29,Standard Class,2.64
Sta_45044,2011-08-29,Standard Class,16.14
Sta_45045,2011-08-29,Standard Class,0.64
Sta_45043,2011-08-29,Standard Class,9.53
Sam_30667,2011-08-29,Same Day,27.219
Sta_20844,2011-08-29,Standard Class,24.31
Sta_18088,2011-08-29,Standard Class,14.36
Sta_43239,2011-08-29,Standard Class,50.05
Sta_23677,2011-08-29,Standard Class,10.6
Sta_17146,2011-08-29,Standard Class,25.17
Fir_33048,2011-08-29,First Class,12.47
Fir_33047,2011-08-29,First Class,1.05
Sta_13531,2011-08-29,Standard Class,2.4
Sec_27274,2011-08-29,Second Class,78.05
Sta_13530,2011-08-29,Standard Class,1.55
Sta_13279,2011-08-29,Standard Class,3.04
Sta_13112,2011-08-29,Standard Class,0.68
Sta_21722,2011-08-29,Standard Class,6.41
Sta_13114,2011-08-29,Standard Class,1.78
Sta_13113,2011-08-29,Standard Class,1.19
Sta_42664,2011-08-29,Standard Class,18.46
Sta_40905,2011-08-29,Standard Class,1.43
Sta_40903,2011-08-29,Standard Class,6.64
Sta_40901,2011-08-29,Standard Class,2.35
Sta_40902,2011-08-29,Standard Class,0.56
Sta_40906,2011-08-29,Standard Class,0.24
Sta_40904,2011-08-29,Standard Class,1.49
Sta_42235,2011-08-29,Standard Class,64.5
Sta_35658,2011-08-29,Standard Class,40.12
Sta_35657,2011-08-29,Standard Class,2.63
Sta_46097,2011-08-29,Standard Class,0.57
Sta_46098,2011-08-29,Standard Class,3.05
Sta_10962,2011-08-29,Standard Class,4.8
Fir_28164,2011-08-29,First Class,237.41
Fir_28163,2011-08-29,First Class,7.96
Fir_28165,2011-08-29,First Class,187.03
Sta_28892,2011-08-29,Standard Class,12.39
Sta_250,2011-08-29,Standard Class,3.81
Sta_28891,2011-08-29,Standard Class,0.68
Sta_77,2011-08-29,Standard Class,3.11
Sam_525,2011-08-29,Same Day,2.21
Sam_524,2011-08-29,Same Day,6.2
Sta_22034,2011-08-30,Standard Class,19.52
Sam_6320,2011-08-30,Same Day,6.8
Sta_14941,2011-08-30,Standard Class,17.133
Sta_21259,2011-08-30,Standard Class,77.852
Sta_15038,2011-08-30,Standard Class,2.152
Sec_7030,2011-08-30,Second Class,3.09
Sec_34714,2011-08-30,Second Class,7.15
Sta_15301,2011-08-30,Standard Class,2.68
Sta_13042,2011-08-30,Standard Class,0.44
Sta_15587,2011-08-30,Standard Class,0.57
Sta_15516,2011-08-30,Standard Class,2.33
Sta_15515,2011-08-30,Standard Class,0.62
Sta_21258,2011-08-30,Standard Class,7.6
Sta_19958,2011-08-30,Standard Class,55.43
Sta_19959,2011-08-30,Standard Class,4.11
Sta_13968,2011-08-30,Standard Class,2.37
Sta_14611,2011-08-30,Standard Class,0.49
Sta_14432,2011-08-30,Standard Class,1.72
Sta_15037,2011-08-30,Standard Class,6.96
Fir_29671,2011-08-30,First Class,8.49
Sta_13684,2011-08-30,Standard Class,1.46
Sta_13280,2011-08-30,Standard Class,1.46
Sta_37348,2011-08-30,Standard Class,3.84
Sta_12883,2011-08-30,Standard Class,2.32
Sta_34821,2011-08-30,Standard Class,41.048
Sta_9922,2011-08-30,Standard Class,6.904
Sta_42319,2011-08-30,Standard Class,6.45
Sta_42320,2011-08-30,Standard Class,7.84
Sam_6323,2011-08-30,Same Day,2.36
Sam_24722,2011-08-30,Same Day,32.71
Sam_24172,2011-08-30,Same Day,266.4
Sam_6322,2011-08-30,Same Day,1.53
Sam_6325,2011-08-30,Same Day,3.43
Sam_8493,2011-08-30,Same Day,35.14
Sam_6321,2011-08-30,Same Day,109.27
Sam_6324,2011-08-30,Same Day,1.49
Sam_24631,2011-08-30,Same Day,2.81
Sta_18233,2011-08-30,Standard Class,4.07
Sta_40378,2011-08-30,Standard Class,12.6
Sta_38054,2011-08-30,Standard Class,10.37
Sta_37731,2011-08-30,Standard Class,1.71
Sta_37730,2011-08-30,Standard Class,3.33
Sta_38053,2011-08-30,Standard Class,8.11
Sta_38055,2011-08-30,Standard Class,12.01
Sta_37732,2011-08-30,Standard Class,0.86
Sta_47083,2011-08-30,Standard Class,0.5
Sta_47082,2011-08-30,Standard Class,0.17
Sta_47081,2011-08-30,Standard Class,2.16
Sta_39160,2011-08-30,Standard Class,5.76
